INDEX,DATE,INDUTY_NM,BRTC_NM,SIGUNGU_NM,EMD,LA_DCMLPOINT_VALUE,LO_DCMLPOINT_VALUE,DIVISION
79533,20200616,육류.고기요리,전남,나주시 반남면,흥덕리,34.903***,126.650***,0
79534,20200616,육류.고기요리,전남,순천시 ,석현동,34.974***,127.474***,0
79605,20200616,일식,부산,동구,초량1동,35.113***,129.039***,1
79606,20200616,일식,전북,군산시 ,나운2동,35.964***,126.698***,0
79607,20200616,일식,서울,강동구,길동,37.539***,127.141***,0
79608,20200616,일식,강원,원주시 ,평원동,37.350***,127.951***,0
79609,20200616,일식튀김.꼬치,경기,고양시 덕양구,신원동,37.663***,126.890***,0
79610,20200616,일식튀김.꼬치,광주,북구,양산동,35.209***,126.880***,0
79682,20200616,족발.보쌈,대구,달서구,상인1동,35.814***,128.545***,0
79683,20200616,족발.보쌈,경기,안양시 만안구,안양6동,37.385***,126.933***,0
79697,20200616,죽전문점,인천,부평구,삼산동,37.521***,126.743***,0
79701,20200616,중국음식,서울,강남구,개포동,37.494***,127.075***,0
79702,20200616,중국음식,충북,보은군 보은읍,교사리,36.485***,127.721***,0
79703,20200616,중국음식,서울,강남구,개포동,37.494***,127.075***,0
79704,20200616,중국음식,서울,강남구,개포동,37.494***,127.075***,0
79705,20200616,중국음식,충북,보은군 보은읍,교사리,36.485***,127.721***,0
79706,20200616,중국음식,광주,북구,각화동,35.178***,126.942***,0
79707,20200616,중국음식,서울,강남구,개포동,37.494***,127.075***,0
79708,20200616,중국음식,강원,평창군 봉평면,무이리,37.584***,128.326***,0
79752,20200616,치킨,전북,무주군 설천면,심곡리,35.893***,127.737***,0
79753,20200616,치킨,전남,여수시 ,소호동,34.748***,127.650***,0
79754,20200616,치킨,부산,남구,대연3동,35.135***,129.101***,0
79755,20200616,치킨,부산,남구,대연3동,35.135***,129.101***,0
79756,20200616,치킨,울산,동구,동부동,35.543***,129.425***,0
79761,20200616,카페,서울,서초구,서초동,37.501***,127.024***,0
79762,20200616,카페,경북,울진군 울진읍,읍내리,36.993***,129.401***,0
79763,20200616,카페,부산,부산진구,부전동,35.151***,129.061***,0
79764,20200616,카페,서울,종로구,수송동,37.572***,126.980***,0
79765,20200616,카페,충북,진천군 광혜원면,광혜원리,36.985***,127.442***,0
79766,20200616,카페,부산,중구,중앙동4가,35.104***,129.035***,0
79767,20200616,카페,경남,창원시 마산합포구,교방동,35.214***,128.563***,0
79768,20200616,카페,서울,중구,충무로2가,37.561***,126.985***,0
79769,20200616,카페,부산,서구,암남동,35.081***,129.016***,0
79805,20200616,포장마차,강원,춘천시 ,퇴계동,37.860***,127.725***,0
79824,20200616,한식,부산,해운대구,우1동,35.154***,129.146***,1
79825,20200616,한식,전북,군산시 회현면,고사리,35.928***,126.766***,1
79826,20200616,한식,서울,강동구,길동,37.539***,127.141***,0
79827,20200616,한식,강원,강릉시 ,교1동,37.767***,128.877***,0
79828,20200616,한식,경남,창녕군 창녕읍,옥천리,35.505***,128.551***,0
79829,20200616,한식,경북,포항시 남구,이동,36.029***,129.338***,0
79830,20200616,한식,경남,거제시 ,고현동,34.888***,128.624***,0
79831,20200616,한식,충남,아산시 ,용화동,36.775***,127.008***,0
79832,20200616,한식,전북,전주시 완산구,효자동1가,35.810***,127.115***,0
79833,20200616,한식,경북,포항시 북구,양덕동,36.084***,129.404***,0
79834,20200616,한식,대전,동구,효동,36.317***,127.439***,0
79835,20200616,한식,서울,금천구,독산4동,37.469***,126.902***,0
79836,20200616,한식,전북,익산시 웅포면,웅포리,36.063***,126.874***,0
79837,20200616,한식,서울,강남구,대치동,37.505***,127.060***,0
79838,20200616,한식,전남,여수시 ,학동,34.758***,127.657***,0
79839,20200616,한식,대전,동구,가양2동,36.347***,127.447***,0
79840,20200616,한식,충남,서산시 해미면,읍내리,36.710***,126.549***,0
79841,20200616,한식,울산,중구,유곡동,35.562***,129.296***,0
79842,20200616,한식,충북,충주시 수안보면,온천리,36.846***,127.991***,0
79843,20200616,한식,대구,남구,대명3동,35.858***,128.576***,0
79844,20200616,한식,울산,남구,신정동,35.544***,129.318***,0
79845,20200616,한식,경남,창원시 성산구,상남동,35.221***,128.685***,0
79846,20200616,한식,충남,천안시 서북구,매주리,36.911***,127.130***,0
79847,20200616,한식,제주,제주시 조천읍,함덕리,33.539***,126.674***,0
79848,20200616,한식,부산,금정구,구서2동,35.255***,129.091***,0
79849,20200616,한식,서울,관악구,신림[신림5동]동,37.487***,126.929***,0
79850,20200616,한식,서울,용산구,이촌동,37.520***,126.967***,0
79851,20200616,한식,서울,동대문구,제기동,37.586***,127.033***,0
79852,20200616,한식,경기,고양시 일산동구,백석동,37.645***,126.788***,0
79853,20200616,한식,부산,부산진구,개금1동,35.151***,129.017***,0
79854,20200616,한식,부산,부산진구,개금1동,35.151***,129.017***,0
79855,20200616,한식,제주,서귀포시 안덕면,사계리,33.228***,126.307***,0
79856,20200616,한식,경북,영천시 ,창구동,35.966***,128.932***,0
79857,20200616,한식,부산,해운대구,반송2동,35.229***,129.160***,0
79858,20200616,한식,경기,김포시 월곶면,포내리,37.727***,126.534***,0
79859,20200616,한식,서울,관악구,신림[신림5동]동,37.487***,126.929***,0
79860,20200616,한식,경기,수원시 영통구,영통동,37.252***,127.078***,0
79861,20200616,한식,부산,부산진구,부전2동,35.155***,129.055***,0
79862,20200616,한식,서울,마포구,대흥동,37.545***,126.943***,0
79863,20200616,한식,경기,용인시 수지구,신봉동,37.332***,127.057***,0
79864,20200616,한식,경기,남양주시 ,가운동,37.602***,127.155***,0
79865,20200616,한식,부산,남구,용호4동,35.116***,129.110***,0
79866,20200616,한식,경북,김천시 ,율곡동,36.124***,128.195***,0
79867,20200616,한식,경북,포항시 남구,원리,36.004***,129.339***,0
79868,20200616,한식,경남,양산시 ,북부동,35.344***,129.037***,0
79869,20200616,한식,인천,남동구,만수6동,37.438***,126.737***,0
79870,20200616,한식,충북,제천시 ,영천동,37.136***,128.207***,0
79872,20200616,한우고기,경남,함양군 함양읍,교산리,35.531***,127.735***,0
79873,20200616,한우고기,경기,안양시 동안구,귀인동,37.384***,126.961***,0
79877,20200616,핫도그,경북,김천시 ,평화동,36.123***,128.113***,0
79878,20200616,핫도그,광주,서구,화정동,35.142***,126.875***,0
79916,20200616,횟집,경북,영덕군 병곡면,병곡리,36.600***,129.413***,0
79917,20200616,횟집,전남,목포시 ,옥암동,34.808***,126.426***,0
79918,20200616,횟집,충남,홍성군 서부면,남당리,36.538***,126.471***,0
79919,20200616,횟집,경북,칠곡군 왜관읍,왜관리,35.983***,128.398***,0
79935,20200617,감자탕,경북,포항시 남구,약전리,35.988***,129.446***,0
80051,20200617,닭발,부산,부산진구,당감동,35.166***,129.036***,0
80052,20200617,닭요리,인천,서구,연희동,37.547***,126.676***,1
80063,20200617,도시락,충남,보령시 ,동대동,36.344***,126.602***,0
80068,20200617,돼지국밥,경남,창원시 성산구,신촌동,35.202***,128.628***,0
80078,20200617,매운탕,충남,공주시 사곡면,호계리,36.506***,127.028***,0
80208,20200617,부페,강원,춘천시 ,석사동,37.860***,127.741***,0
80209,20200617,분식,경기,부천시 ,심곡동,37.487***,126.779***,0
80210,20200617,분식,서울,성북구,길음동,37.606***,127.020***,0
80211,20200617,분식,경북,예천군 예천읍,대심리,36.652***,128.441***,0
80212,20200617,분식,경기,부천시 ,심곡동,37.487***,126.779***,0
80213,20200617,분식,충남,홍성군 홍성읍,남장리,36.593***,126.668***,0
80241,20200617,샤브샤브부페,대구,달서구,감삼동,35.849***,128.535***,0
80316,20200617,아귀요리,대전,동구,가오동,36.308***,127.455***,0
80331,20200617,양식,서울,송파구,석촌동,37.506***,127.098***,0
80332,20200617,양식,강원,춘천시 ,후평동,37.883***,127.739***,0
80333,20200617,양식,경북,울진군 북면,부구리,37.101***,129.370***,0
80334,20200617,양식,부산,부산진구,부전동,35.152***,129.057***,0
80335,20200617,양식,경기,성남시 분당구,구미동,37.344***,127.127***,0
80336,20200617,양식,울산,동구,화정동,35.495***,129.421***,0
80367,20200617,오뎅바,인천,남동구,구월1동,37.445***,126.701***,0
80368,20200617,오리고기,충북,청주시 흥덕구,복대2동,36.627***,127.446***,0
80369,20200617,오리고기,전남,진도군 임회면,석교리,34.410***,126.191***,0
80395,20200617,육류 ,전남,담양군 담양읍,삼만리,35.335***,126.990***,1
80396,20200617,육류 ,서울,광진구,구의동,37.548***,127.092***,0
80397,20200617,육류.고기요리,경기,남양주시 화도읍,창현리,37.650***,127.304***,0
80407,20200617,음식점-생태/동태/명태요리전문,경기,양주시 ,유양동,37.784***,127.033***,0
80445,20200617,일식,울산,중구,남외동,35.571***,129.341***,1
80446,20200617,일식,대전,유성구,반석동,36.393***,127.312***,0
80447,20200617,일식,경남,진주시 ,상대동,35.181***,128.112***,0
80501,20200617,족발.보쌈,서울,종로구,혜화동,37.584***,127.001***,0
80502,20200617,족발.보쌈,서울,종로구,혜화동,37.584***,127.001***,0
80503,20200617,족발.보쌈,대전,서구,월평2동,36.363***,127.377***,0
80504,20200617,족발.보쌈,경기,파주시 파주읍,연풍리,37.828***,126.837***,0
80530,20200617,중국음식,경기,남양주시 ,평내동,37.646***,127.235***,1
80531,20200617,중국음식,광주,서구,매월동,35.110***,126.858***,1
80532,20200617,중국음식,부산,부산진구,양정동,35.172***,129.069***,0
80533,20200617,중국음식,서울,은평구,신사동,37.590***,126.905***,0
80534,20200617,중국음식,서울,서초구,양재1동,37.480***,127.041***,0
80535,20200617,중국음식,경기,시흥시 ,죽율동,37.355***,126.762***,0
80536,20200617,중국음식,서울,서초구,양재1동,37.480***,127.041***,0
80537,20200617,중국음식,부산,부산진구,양정동,35.172***,129.069***,0
80538,20200617,중국음식,서울,은평구,응암동,37.597***,126.920***,0
80539,20200617,중국음식,서울,은평구,응암동,37.597***,126.920***,0
80540,20200617,중국음식,서울,은평구,응암동,37.597***,126.920***,0
80569,20200617,추어탕,경북,경주시 안강읍,양월리,35.990***,129.220***,0
80570,20200617,추어탕,경기,평택시 ,서정동,37.063***,127.058***,0
80576,20200617,치킨,경기,이천시 부발읍,신하리,37.260***,127.475***,0
80577,20200617,치킨,경기,양주시 광적면,석우리,37.827***,126.982***,0
80578,20200617,치킨,경기,고양시 일산동구,백석동,37.645***,126.779***,0
80579,20200617,치킨,경기,포천시 영북면,운천리,38.090***,127.273***,0
80580,20200617,치킨,경기도,부천시 ,약대동,37.514***,126.769***,0
80581,20200617,치킨,경기,고양시 일산동구,백석동,37.645***,126.779***,0
80582,20200617,치킨,경기,양주시 광적면,석우리,37.827***,126.982***,0
80583,20200617,치킨,경기,평택시 ,비전동,36.999***,127.113***,0
80584,20200617,카페,광주,북구,신용동,35.209***,126.865***,0
80585,20200617,카페,경기,여주시 ,상거동,37.241***,127.612***,0
80586,20200617,카페,경기,용인시 수지구,상현동,37.297***,127.068***,0
80587,20200617,카페,경기,고양시 일산동구,장항동,37.656***,126.773***,0
80588,20200617,카페,경기,안산시 단원구,초지동,37.307***,126.815***,0
80589,20200617,카페,제주,제주시 ,일도1동,33.514***,126.526***,0
80590,20200617,카페,대구,서구,내당4동,35.855***,128.549***,0
80591,20200617,카페,부산,연제구,거제동,35.193***,129.066***,0
80693,20200617,한식,경북,구미시 ,진평동,36.091***,128.429***,1
80694,20200617,한식,서울,강남구,신사동,37.527***,127.032***,0
80695,20200617,한식,충남,천안시 서북구,차암동,36.840***,127.103***,0
80696,20200617,한식,대구,서구,평리3동,35.871***,128.557***,0
80697,20200617,한식,광주,북구,문흥동,35.180***,126.926***,0
80698,20200617,한식,부산,수영구,망미동,35.174***,129.107***,0
80699,20200617,한식,광주,광산구,옥동,35.123***,126.760***,0
80700,20200617,한식,강원,태백시 ,황지동,37.161***,128.990***,0
80701,20200617,한식,대전,유성구,어은동,36.363***,127.357***,0
80702,20200617,한식,경북,상주시 모동면,용호리,36.319***,127.960***,0
80703,20200617,한식,대전,서구,관저동,36.301***,127.338***,0
80704,20200617,한식,전남,여수시 ,미평동,34.766***,127.708***,0
80705,20200617,한식,광주,동구,소태동,35.128***,126.933***,0
80706,20200617,한식,대구,수성구,범어4동,35.857***,128.635***,0
80707,20200617,한식,부산,부산진구,부전동,35.153***,129.057***,0
80708,20200617,한식,서울,종로구,종로5가,37.570***,127.004***,0
80709,20200617,한식,충남,서천군 서천읍,군사리,36.074***,126.687***,0
80710,20200617,한식,충남,공주시 ,신관동,36.471***,127.136***,0
80711,20200617,한식,경기,안양시 동안구,호계동,37.391***,126.955***,0
80712,20200617,한식,전남,여수시 ,여서동,34.752***,127.703***,0
80713,20200617,한식,경기,광명시 ,하안동,37.451***,126.862***,0
80714,20200617,한식,전남,광양시 ,중동,34.944***,127.687***,0
80715,20200617,한식,서울,동작구,사당동,37.490***,126.972***,0
80716,20200617,한식,경남,진주시 ,망경동,35.182***,128.083***,0
80717,20200617,한식,경기,용인시 처인구,양지리,37.233***,127.277***,0
80718,20200617,한식,서울,마포구,서교동,37.551***,126.922***,0
80719,20200617,한식,전남,목포시 ,용해동,34.793***,126.425***,0
80720,20200617,한식,경남,창원시 마산합포구,산호동,35.220***,128.583***,0
80721,20200617,한식,부산,연제구,연산5동,35.182***,129.080***,0
80722,20200617,한식,충남,서산시 ,석림동,36.775***,126.462***,0
80723,20200617,한식,경기,고양시 덕양구,내유동,37.711***,126.852***,0
80724,20200617,한식,서울,강북구,번1동,37.638***,127.027***,0
80725,20200617,한식,부산,연제구,연산5동,35.188***,129.080***,0
80726,20200617,한식,제주,서귀포시 ,서홍동,33.253***,126.558***,0
80727,20200617,한식,전남,장성군 황룡면,장산리,35.292***,126.768***,0
80728,20200617,한식,울산,울주군 언양읍,서부리,35.566***,129.117***,0
80729,20200617,한식,부산,기장군 기장읍,시랑리,35.190***,129.220***,0
80731,20200617,한우고기,광주,서구,치평동,35.153***,126.850***,0
80736,20200617,핫도그,경기,용인시 처인구,김량장동,37.235***,127.203***,0
80737,20200617,해물.생선요리,대구,서구,내당4동,35.863***,128.555***,0
80738,20200617,해물.생선요리,경남,진주시 ,상평동,35.176***,128.104***,0
80739,20200617,해물.생선요리,강원,춘천시 ,석사동,37.865***,127.750***,0
80747,20200617,화덕피자전문,부산,영도구,동삼동,35.080***,129.070***,0
80780,20200617,횟집,부산,동래구,안락동,35.198***,129.109***,1
80781,20200617,횟집,부산,수영구,민락동,35.155***,129.131***,0
80782,20200617,횟집,경남,창원시 마산회원구,봉암동,35.218***,128.598***,0
80783,20200617,횟집,경북,경주시 외동읍,모화리,35.673***,129.335***,0
80784,20200617,횟집,전북,전주시 완산구,삼천동2가,35.793***,127.110***,0
80785,20200617,횟집,경남,창녕군 성산면,후천리,35.633***,128.487***,0
80786,20200617,횟집,부산,수영구,민락동,35.155***,129.131***,0
80787,20200617,횟집,경북,칠곡군 왜관읍,왜관리,35.995***,128.397***,0
80788,20200617,횟집,전남,여수시 ,학동,34.759***,127.664***,0
80803,20200618,감자탕,경북,포항시 남구,효자동,36.007***,129.329***,0
80804,20200618,감자탕,대구,달서구,본리동,35.841***,128.537***,0
80805,20200618,감자탕,경북,영양군 영양읍,서부리,36.664***,129.114***,0
80902,20200618,국수,경북,구미시 ,도량동,36.139***,128.316***,0
80914,20200618,김밥,대구,달성군 다사읍,매곡리,35.862***,128.460***,0
80915,20200618,김밥,서울,종로구,내수동,37.574***,126.970***,0
80916,20200618,김밥,서울,종로구,내수동,37.574***,126.970***,0
80917,20200618,김밥,경남,창원시 성산구,반지동,35.239***,128.661***,0
80926,20200618,낙지요리,광주,북구,운암동,35.173***,126.881***,0
80950,20200618,닭갈비,경기,용인시 처인구,역북동,37.240***,127.198***,0
80951,20200618,닭발,대전,동구,가양2동,36.341***,127.450***,0
80952,20200618,닭요리,전북,익산시 ,신동,35.959***,126.957***,0
80953,20200618,닭집,전남,곡성군 곡성읍,읍내리,35.280***,127.294***,0
80968,20200618,돼지국밥,부산,동래구,온천1동,35.221***,129.082***,0
80972,20200618,떡볶이,충북,청주시 청원구,내덕동,36.658***,127.493***,1
80978,20200618,막국수,강원,춘천시 남산면,광판리,37.730***,127.701***,0
80979,20200618,막국수,경기,평택시 ,신대동,36.999***,127.078***,0
80980,20200618,만두,전북,전주시 완산구,효자동1가,35.799***,127.114***,0
81045,20200618,보리밥,강원,홍천군 서면,어유포리,37.706***,127.694***,0
81046,20200618,보리밥,대구,동구,지묘동,35.941***,128.636***,0
81081,20200618,분식,대구,중구,남산1동,35.861***,128.590***,0
81082,20200618,분식,대구,북구,노원동2가,35.889***,128.570***,0
81083,20200618,분식,서울,영등포구,여의도동,37.519***,126.931***,0
81084,20200618,분식,광주,광산구,수완동,35.189***,126.824***,0
81102,20200618,삼겹살,전남,여수시 ,학동,34.758***,127.656***,0
81106,20200618,샌드위치,서울,강남구,삼성동,37.509***,127.060***,0
81153,20200618,순대.순대국,충북,제천시 ,중앙로1가,37.136***,128.211***,0
81154,20200618,순두부,서울,강남구,삼성동,37.508***,127.055***,0
81189,20200618,양식,대구,남구,봉덕3동,35.837***,128.599***,0
81213,20200618,오리고기,울산,울주군 온양읍,대안리,35.410***,129.285***,0
81214,20200618,오리고기,광주,서구,치평동,35.154***,126.845***,0
81215,20200618,오리고기,울산,울주군 온양읍,대안리,35.410***,129.285***,0
81236,20200618,육류 ,서울,광진구,구의동,37.548***,127.092***,0
81237,20200618,육류.고기요리,충북,청주시 상당구,서운동,36.628***,127.491***,0
81277,20200618,일식,충남,당진시 ,읍내동,36.896***,126.637***,0
81278,20200618,일식,전북,익산시 ,모현동1가,35.951***,126.943***,0
81279,20200618,일식,강원,원주시 ,반곡동,37.326***,127.979***,0
81280,20200618,일식,부산,해운대구,중1동,35.161***,129.163***,0
81361,20200618,중국음식,경기,시흥시 ,죽율동,37.355***,126.762***,0
81362,20200618,중국음식,강원,강릉시 ,회산동,37.738***,128.872***,0
81363,20200618,중국음식,충북,제천시 ,화산동,37.131***,128.207***,0
81364,20200618,중국음식,충북,제천시 ,화산동,37.131***,128.207***,0
81365,20200618,중국음식,충남,아산시 송악면,외암리,36.734***,127.011***,0
81366,20200618,중국음식,부산,남구,용호동,35.132***,129.112***,0
81367,20200618,중국음식,충북,제천시 ,청전동,37.145***,128.203***,0
81368,20200618,중국음식,경북,포항시 남구,대잠동,36.020***,129.342***,0
81378,20200618,참치요리,서울,강서구,방화2동,37.562***,126.807***,0
81397,20200618,치킨,광주,북구,운암동,35.173***,126.879***,1
81398,20200618,치킨,서울,은평구,응암동,37.597***,126.921***,0
81399,20200618,치킨,서울,은평구,응암1동,37.597***,126.921***,0
81400,20200618,치킨,경기,안양시 동안구,비산1동,37.397***,126.940***,0
81401,20200618,치킨,부산,동래구,온천동,35.217***,129.078***,0
81402,20200618,치킨,울산,울주군 언양읍,서부리,35.569***,129.118***,0
81403,20200618,치킨,부산,동래구,온천동,35.217***,129.078***,0
81404,20200618,치킨,경기,안양시 동안구,비산1동,37.397***,126.940***,0
81405,20200618,치킨,세종,금남면,용포리,36.466***,127.282***,0
81406,20200618,치킨,대전,유성구,전민동,36.399***,127.403***,0
81407,20200618,치킨,부산,동래구,온천동,35.217***,129.078***,0
81408,20200618,치킨,부산,사상구,주례동,35.148***,129.016***,0
81409,20200618,치킨,강원,화천군 간동면,오음리,38.055***,127.816***,0
81410,20200618,치킨,전북,전주시 덕진구,덕진동1가,35.842***,127.127***,0
81411,20200618,치킨,서울,강서구,화곡본동,37.542***,126.848***,0
81412,20200618,치킨,광주,북구,양산동,35.211***,126.878***,0
81417,20200618,카페,강원,강릉시 사천면,사천진리,37.840***,128.876***,0
81418,20200618,카페,대전,중구,대흥동,36.326***,127.424***,0
81419,20200618,카페,경기,의정부시 ,신곡동,37.749***,127.069***,0
81420,20200618,카페,경남,창원시 성산구,성주동,35.195***,128.713***,0
81421,20200618,카페,경남,창원시 의창구,팔용동,35.256***,128.607***,0
81422,20200618,카페,경남,창원시 의창구,대원동,35.240***,128.652***,0
81423,20200618,카페,인천,부평구,부개동,37.503***,126.738***,0
81424,20200618,카페,경북,경주시 ,동천동,35.845***,129.235***,0
81425,20200618,칼국수,충남,천안시 동남구,병천리,36.763***,127.298***,0
81478,20200618,한식,서울,노원구,상계동,37.658***,127.067***,1
81479,20200618,한식,경기,고양시 일산서구,주엽동,37.669***,126.752***,1
81480,20200618,한식,경기,안양시 동안구,귀인동,37.382***,126.962***,0
81481,20200618,한식,강원,홍천군 동면,덕치리,37.694***,127.955***,0
81482,20200618,한식,경북,울진군 죽변면,후정리,37.075***,129.402***,0
81483,20200618,한식,전남,순천시 ,조례동,34.971***,127.521***,0
81484,20200618,한식,서울,강동구,성내2동,37.537***,127.127***,0
81485,20200618,한식,대전,유성구,대정동,36.314***,127.322***,0
81486,20200618,한식,대구,달서구,장기동,35.843***,128.528***,0
81487,20200618,한식,서울,강남구,삼성동,37.509***,127.057***,0
81488,20200618,한식,강원,평창군 미탄면,백운리,37.333***,128.540***,0
81489,20200618,한식,대구,동구,중대동,35.990***,128.637***,0
81490,20200618,한식,전남,순천시 ,조례동,34.951***,127.528***,0
81491,20200618,한식,대전,대덕구,중리동,36.363***,127.425***,0
81492,20200618,한식,부산,중구,보수동3가,35.103***,129.021***,0
81493,20200618,한식,서울,강남구,역삼1동,37.499***,127.028***,0
81494,20200618,한식,부산,동래구,온천2동,35.212***,129.053***,0
81495,20200618,한식,충남,천안시 서북구,쌍용1동,36.805***,127.129***,0
81496,20200618,한식,전북,전주시 덕진구,송천동1가,35.857***,127.124***,0
81497,20200618,한식,충남,서산시 ,읍내동,36.775***,126.453***,0
81498,20200618,한식,경기,고양시 덕양구,신원동,37.678***,126.878***,0
81499,20200618,한식,서울,은평구,수색동,37.583***,126.891***,0
81500,20200618,한식,서울,구로구,구로5동,37.496***,126.892***,0
81501,20200618,한식,대전,동구,용전동,36.355***,127.433***,0
81502,20200618,한식,전남,순천시 낙안면,동내리,34.906***,127.343***,0
81503,20200618,한식,서울,마포구,서교동,37.554***,126.930***,0
81504,20200618,한식,강원,동해시 ,천곡동,37.519***,129.106***,0
81505,20200618,한식,경기,시흥시 ,정왕동,37.353***,126.724***,0
81506,20200618,한식,경기,화성시 봉담읍,와우리,37.214***,126.975***,0
81507,20200618,한식,경북,울진군 죽변면,후정리,37.075***,129.402***,0
81508,20200618,한식,경북,구미시 ,송정동,36.117***,128.346***,0
81509,20200618,한식,경기,김포시 ,마산동,37.621***,126.714***,0
81510,20200618,한식,인천,중구,운서동,37.492***,126.484***,0
81511,20200618,한식,대전,대덕구,송촌동,36.366***,127.437***,0
81512,20200618,한식,충북,제천시 ,하소동,37.147***,128.196***,0
81513,20200618,한식,경기,의정부시 ,신곡동,37.749***,127.069***,0
81514,20200618,한식,서울,강동구,길동,37.535***,127.138***,0
81515,20200618,한식,전남,완도군 완도읍,군내리,34.317***,126.746***,0
81516,20200618,한식,경기,하남시 ,감북동,37.513***,127.172***,0
81517,20200618,한식,대구,남구,이천동,35.846***,128.604***,0
81518,20200618,한식,경기,하남시 ,감북동,37.513***,127.172***,0
81519,20200618,한식,전남,여수시 ,여서동,34.751***,127.705***,0
81520,20200618,한식,부산,해운대구,중2동,35.162***,129.188***,0
81521,20200618,한식,부산,동래구,온천동,35.221***,129.083***,0
81522,20200618,한우고기,충남,아산시 배방읍,북수리,36.769***,127.069***,0
81530,20200618,핫도그,전북,전주시 덕진구,장동,35.841***,127.057***,0
81531,20200618,해물.생선요리,대전,유성구,장대동,36.357***,127.337***,0
81532,20200618,해물.생선요리,대구,서구,비산7동,35.887***,128.560***,0
81557,20200618,횟집,인천,부평구,청천동,37.512***,126.705***,0
81558,20200618,횟집,전남,여수시 ,남산동,34.736***,127.732***,0
81571,20200620,갈비탕,충남,보령시 청라면,향천리,36.376***,126.629***,0
81623,20200620,곱창.양구이,인천,부평구,십정2동,37.470***,126.700***,0
81685,20200620,낙지요리,전북,남원시 ,도통동,35.415***,127.390***,0
81719,20200620,닭갈비,경기,성남시 분당구,운중동,37.390***,127.077***,0
81720,20200620,닭강정,경기,김포시 ,장기동,37.645***,126.687***,0
81721,20200620,닭발,대구,북구,복현2동,35.894***,128.624***,0
81722,20200620,닭발,충북,청주시 상당구,금천동,36.631***,127.504***,0
81733,20200620,떡볶이,경기,수원시 권선구,탑동,37.274***,126.973***,0
81740,20200620,매운탕,경북,포항시 남구,문충리,35.937***,129.391***,0
81780,20200620,밀면,울산,남구,무거동,35.548***,129.282***,0
81843,20200620,분식,서울,강남구,역삼동,37.497***,127.029***,0
81844,20200620,분식,경남,창원시 의창구,신월동,35.232***,128.692***,0
81845,20200620,분식,전북,익산시 ,영등동,35.954***,126.970***,0
81846,20200620,분식,세종,세종특별자치시  ,소담동,36.484***,127.295***,0
81863,20200620,사철.영양탕,부산,해운대구,반여3동,35.199***,129.132***,0
81864,20200620,사철.영양탕,경기,구리시 ,토평동,37.584***,127.146***,0
81869,20200620,삼계탕,경기,수원시 영통구,영통동,37.251***,127.075***,0
81883,20200620,샤브샤브,경기,성남시 중원구,하대원동,37.429***,127.130***,0
81953,20200620,아귀요리,부산,금정구,장전1동,35.238***,129.086***,0
81990,20200620,오리고기,경남,창원시 의창구,월잠리,35.301***,128.669***,0
81991,20200620,오리고기,부산,영도구,대교동1가,35.092***,129.039***,0
82019,20200620,육류.고기요리,충북,청주시 흥덕구,봉명동,36.650***,127.456***,0
82020,20200620,육류.고기요리,강원,춘천시 ,운교동,37.878***,127.734***,0
82055,20200620,일식,광주,동구,황금동,35.147***,126.915***,0
82056,20200620,일식,서울,성동구,성수1가2동,37.546***,127.046***,0
82057,20200620,일식,인천,남동구,구월1동,37.451***,126.703***,0
82058,20200620,일식튀김.꼬치,경기,성남시 수정구,신흥2동,37.450***,127.147***,0
82075,20200620,장어,강원,강릉시 ,포남2동,37.774***,128.912***,0
82110,20200620,조개구이,인천,중구,덕교동,37.437***,126.410***,0
82116,20200620,족발.보쌈,강원,정선군 사북읍,사북리,37.223***,128.815***,0
82117,20200620,족발.보쌈,강원,원주시 ,관설동,37.319***,127.962***,0
82118,20200620,족발.보쌈,강원,원주시 ,관설동,37.319***,127.962***,0
82151,20200620,중국음식,서울,은평구,신사동,37.590***,126.905***,0
82152,20200620,중국음식,서울,은평구,응암동,37.597***,126.920***,0
82153,20200620,중국음식,충북,충주시 ,용산동,36.963***,127.937***,0
82154,20200620,중국음식,광주,동구,서석동,35.143***,126.924***,0
82155,20200620,중국음식,충북,충주시 ,용산동,36.963***,127.937***,0
82156,20200620,중국음식,경남,창원시 마산합포구,요장리,35.103***,128.498***,0
82157,20200620,중국음식,서울,은평구,응암동,37.597***,126.920***,0
82158,20200620,중국음식,충남,금산군 추부면,마전리,36.194***,127.459***,0
82159,20200620,중국음식,서울,은평구,녹번동,37.601***,126.929***,0
82171,20200620,참치요리,경북,경주시 ,동천동,35.856***,129.223***,0
82198,20200620,치킨,인천,부평구,부개동,37.504***,126.741***,0
82199,20200620,치킨,경남,통영시 광도면,황리,34.958***,128.411***,0
82200,20200620,치킨,경기,안양시 동안구,관양동,37.410***,126.967***,0
82201,20200620,치킨,경남,통영시 광도면,황리,34.958***,128.411***,0
82202,20200620,치킨,서울,강동구,길동,37.544***,127.143***,0
82203,20200620,치킨,서울,송파구,방이동,37.504***,127.114***,0
82204,20200620,치킨,부산,사하구,괴정동,35.098***,128.987***,0
82205,20200620,치킨,서울,송파구,방이2동,37.512***,127.119***,0
82206,20200620,치킨,서울,송파구,방이동,37.493***,127.126***,0
82207,20200620,치킨,서울,송파구,방이동,37.504***,127.114***,0
82208,20200620,치킨,광주,북구,일곡동,35.209***,126.896***,0
82209,20200620,치킨,서울,양천구,신정4동,37.524***,126.853***,0
82210,20200620,치킨,경기,파주시 문산읍,당동리,37.862***,126.774***,0
